2022-05-10 10:59:56,594 INFO  Logger.cs: 70 - 
2022-05-10 11:10:25,369 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2022-05-10 11:10:25,373 INFO  ExportHelperExtension.cs: 1167 - 3 components to check
2022-05-10 11:10:25,373 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 连杆1-1
2022-05-10 11:10:25,399 INFO  ExportHelperExtension.cs: 1142 - Found 34 in 连杆1-1
2022-05-10 11:10:25,400 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 连杆1-1
2022-05-10 11:10:25,401 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 连杆2-1
2022-05-10 11:10:25,401 INFO  ExportHelperExtension.cs: 1142 - Found 32 in 连杆2-1
2022-05-10 11:10:25,401 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 连杆2-1
2022-05-10 11:10:25,402 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 基座-1
2022-05-10 11:10:25,402 INFO  ExportHelperExtension.cs: 1142 - Found 37 in 基座-1
2022-05-10 11:10:25,403 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 基座-1
2022-05-10 11:10:25,403 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from link2_learn.SLDASM
2022-05-10 11:10:25,404 INFO  ExportHelperExtension.cs: 1142 - Found 49 in link2_learn.SLDASM
2022-05-10 11:10:25,404 INFO  ExportHelperExtension.cs: 1152 - Found 2 features of type [RefAxis] in link2_learn.SLDASM
2022-05-10 11:10:25,405 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2022-05-10 11:10:25,405 INFO  ExportHelperExtension.cs: 1167 - 3 components to check
2022-05-10 11:10:25,405 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 连杆1-1
2022-05-10 11:10:25,406 INFO  ExportHelperExtension.cs: 1142 - Found 34 in 连杆1-1
2022-05-10 11:10:25,406 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 连杆1-1
2022-05-10 11:10:25,407 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 连杆2-1
2022-05-10 11:10:25,407 INFO  ExportHelperExtension.cs: 1142 - Found 32 in 连杆2-1
2022-05-10 11:10:25,407 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 连杆2-1
2022-05-10 11:10:25,408 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 基座-1
2022-05-10 11:10:25,408 INFO  ExportHelperExtension.cs: 1142 - Found 37 in 基座-1
2022-05-10 11:10:25,408 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 基座-1
2022-05-10 11:10:25,622 INFO  SwAddin.cs: 316 - Loading config tree
2022-05-10 11:10:25,625 INFO  Serialization.cs: 275 - URDF Configuration found
